Transaction Date,Post Date,Description,Category,Type,Amount,Memo
10/7/2024,10/9/2024,POPEYES 3401117,Food & Drink,Sale,-14.55,
10/8/2024,10/9/2024,HERTZ CAR RENTAL,Travel,Sale,-530.74,
10/7/2024,10/9/2024,MARTA TVM     00000018,Travel,Sale,-3.5,
10/7/2024,10/9/2024,TEDS MONTANA GRILL 1,Food & Drink,Sale,-17.16,
10/7/2024,10/9/2024,SUNOCO 0368302601,Gas,Sale,-15.25,
10/8/2024,10/9/2024,TST* MEEHANS DOWNTOWN,Food & Drink,Sale,-31.13,
10/7/2024,10/9/2024,TEDS MONTANA GRILL 1,Food & Drink,Sale,-76.25,
10/8/2024,10/9/2024,TST* MEEHANS DOWNTOWN,Food & Drink,Sale,-10.71,
10/8/2024,10/9/2024,GUS'S WF FRIED CHICKEN,Food & Drink,Sale,-26.98,
10/7/2024,10/8/2024,CVS/PHARMACY #10043,Health & Wellness,Sale,-8.44,
10/6/2024,10/7/2024,SUSHI PALACE,Food & Drink,Sale,-42.13,
10/6/2024,10/7/2024,NJ EZPASS,Travel,Sale,-25,
10/6/2024,10/7/2024,EXXON DANVILLE GAS &amp; C,Gas,Sale,-13.04,
10/6/2024,10/7/2024,EXXON DANVILLE GAS &amp; C,Gas,Sale,-28.81,
10/5/2024,10/7/2024,STARBUCKS STORE 07309,Food & Drink,Sale,-7.81,
10/4/2024,10/6/2024,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-12,
10/6/2024,10/6/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
10/5/2024,10/6/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-9.14,
10/4/2024,10/6/2024,SQ *DAWSON STREET PUB,Food & Drink,Sale,-38.5,
10/5/2024,10/6/2024,CHIPOTLE 3400,Food & Drink,Sale,-14.55,
10/5/2024,10/6/2024,SUNOCO 8000011302,Gas,Sale,-23.97,
10/2/2024,10/4/2024,OLD TOWN PUB,Food & Drink,Sale,-49.2,
10/3/2024,10/4/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-23.46,
10/3/2024,10/4/2024,SATURN PIZZA PRINCETON,Food & Drink,Sale,-18.24,
10/3/2024,10/4/2024,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-134.51,
10/2/2024,10/3/2024,TERAKAWA RAMEN,Food & Drink,Sale,-25.32,
10/2/2024,10/3/2024,SUNOCO 8000011302,Gas,Sale,-12.33,
9/30/2024,10/2/2024,SHAKE SHACK - 1418,Food & Drink,Sale,-17.59,
10/1/2024,10/2/2024,MORE THAN Q- PRINCETON,Food & Drink,Sale,-28.66,
9/30/2024,10/2/2024,JOE CANAL'S,Food & Drink,Sale,-25.03,
9/30/2024,10/1/2024,TARGET        00011510,Shopping,Sale,-23.76,
9/30/2024,10/1/2024,MSN ANCORA COFFEE ROASTER,Food & Drink,Sale,-4.75,
9/30/2024,10/1/2024,TARGET        00011510,Shopping,Sale,-4.8,
9/30/2024,10/1/2024,UBER   *TRIP,Travel,Sale,-52.9,
9/30/2024,10/1/2024,TARGET.COM,Shopping,Sale,-42.64,
9/30/2024,10/1/2024,UBER   *TRIP,Travel,Sale,-10,
9/30/2024,10/1/2024,PASAR MALAM,Food & Drink,Sale,-32.77,
9/30/2024,10/1/2024,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-15,
9/29/2024,9/30/2024,EXXON WATTS MART,Gas,Sale,-19.32,
9/28/2024,9/30/2024,THE HOME DEPOT #4909,Shopping,Sale,-22.16,
9/29/2024,9/30/2024,EXXON WATTS MART,Gas,Sale,-10.36,
9/27/2024,9/29/2024,SQ *PAUSE THERAPEUTIC MAS,Health & Wellness,Sale,-115,
9/29/2024,9/29/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
9/27/2024,9/29/2024,AMAZON MKTPL*KN36D3DP3,Shopping,Sale,-59.6,
9/28/2024,9/29/2024,SQ *HOP GARDEN BREWING,Food & Drink,Sale,-9.73,
9/28/2024,9/29/2024,SQ *HOP GARDEN BREWING,Food & Drink,Sale,-10.95,
9/27/2024,9/29/2024,CASEYS #3586,Gas,Sale,-14.27,
9/26/2024,9/29/2024,RECREATION.GOV,Bills & Utilities,Return,25,
9/26/2024,9/27/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-3.15,
9/26/2024,9/27/2024,METRO MARKET #180,Groceries,Sale,-90.17,
9/26/2024,9/27/2024,EXXON WATTS MART,Gas,Sale,-10.36,
9/26/2024,9/27/2024,EXXON WATTS MART,Gas,Sale,-30.75,
9/26/2024,9/26/2024,NYTIMES DISC*,Bills & Utilities,Sale,-7.04,
9/24/2024,9/25/2024,HY-VEE OAKDL STRBCKS 2462,Food & Drink,Sale,-6.5,
9/24/2024,9/25/2024,HY-VEE F&amp;F OAKDALE 5462,Gas,Sale,-11.41,
9/24/2024,9/25/2024,MCDONALD'S F12814,Food & Drink,Sale,-9.06,
9/22/2024,9/24/2024,THE BRICK SALOON,Food & Drink,Sale,-21.92,
9/23/2024,9/24/2024,76 - 76 UNIVERSITY,Gas,Sale,-40.45,
9/23/2024,9/24/2024,THE UPS STORE 5256,Shopping,Sale,-14.73,
9/23/2024,9/24/2024,QFC #5807,Groceries,Sale,-13.15,
9/23/2024,9/24/2024,ORCA,Travel,Sale,-3,
9/23/2024,9/24/2024,QFC #5807,Groceries,Sale,-6.01,
9/23/2024,9/24/2024,HUDSON ST 1474,Shopping,Sale,-2.21,
9/20/2024,9/23/2024,ROSLYN MEXICAN GRILL,Food & Drink,Sale,-45.63,
9/19/2024,9/22/2024,QFC #5807,Groceries,Sale,-41.8,
9/22/2024,9/22/2024,DISNEY MAX BUNDLE,Entertainment,Sale,-17.92,
9/22/2024,9/22/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
9/20/2024,9/22/2024,SQ *ROSLYN BREWING COMPAN,Food & Drink,Sale,-8,
9/19/2024,9/22/2024,MSP AIRP PEOPLES ORGANIC,Food & Drink,Sale,-32.73,
9/19/2024,9/20/2024,OSKARS PIZZA,Food & Drink,Sale,-39.72,
9/20/2024,9/20/2024,MTNGEAR,Shopping,Sale,-6.57,
9/18/2024,9/20/2024,ALASKA AIR,Travel,Sale,-35,
9/19/2024,9/20/2024,ORCA,Travel,Sale,-3,
9/19/2024,9/20/2024,SQ *RAVENNA BREWING CO,Food & Drink,Sale,-9.27,
9/19/2024,9/20/2024,SQ *RAVENNA BREWING CO,Food & Drink,Sale,-9.27,
9/18/2024,9/19/2024,MCDONALD'S F3903,Food & Drink,Sale,-8.43,
9/18/2024,9/19/2024,PETSMART # 0467,Shopping,Sale,-25.99,
9/18/2024,9/19/2024,HEIFER INTL,Gifts & Donations,Sale,-40,
9/19/2024,9/19/2024,CHEWY.COM,Pets,Sale,-25.48,
9/19/2024,9/19/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-12.51,
9/16/2024,9/18/2024,REI #48 MADISON,Shopping,Sale,-19.44,
9/17/2024,9/18/2024,CHEWY.COM,Pets,Sale,-93.53,
9/17/2024,9/18/2024,EXXON WATTS MART,Gas,Sale,-43.82,
9/16/2024,9/17/2024,NIC*VEHICLEREGRENEW,Bills & Utilities,Sale,-171.95,
9/16/2024,9/17/2024,USPS.COM CLICKNSHIP,Shopping,Sale,-5.15,
9/16/2024,9/17/2024,AMZN Mktp US*IS7F22BB3,Shopping,Sale,-30.69,
9/16/2024,9/17/2024,WALGREENS #3343,Health & Wellness,Sale,-4.74,
9/16/2024,9/17/2024,PICK N SAVE #179,Groceries,Sale,-48.52,
9/15/2024,9/16/2024,Spectrum,Bills & Utilities,Sale,-56.99,
9/13/2024,9/16/2024,PABST THEATRE,Food & Drink,Sale,-25.11,
9/15/2024,9/16/2024,TST* CAFE BENELUX,Food & Drink,Sale,-86.96,
9/14/2024,9/15/2024,SQ *BEER DISTRICT: LIQUOR,Food & Drink,Sale,-26.93,
9/14/2024,9/15/2024,SQ *THIRD WARD BEER GARDE,Food & Drink,Sale,-10.21,
9/14/2024,9/15/2024,TST* CENTRAL STANDARD CRA,Food & Drink,Sale,-106.06,
9/13/2024,9/15/2024,RECREATION.GOV,Bills & Utilities,Sale,-27.02,
9/14/2024,9/15/2024,SQ *THIRD WARD BEER GARDE,Food & Drink,Sale,-10.21,
9/12/2024,9/15/2024,EXXON WATTS MART,Gas,Sale,-33.42,
9/14/2024,9/15/2024,ON THE BUS LLC,Food & Drink,Sale,-24.75,
9/14/2024,9/15/2024,SQ *WEST ALLIS CHEESE &amp; S,Groceries,Sale,-31.16,
9/14/2024,9/15/2024,SWINGIN DOOR EXCHANGE,Food & Drink,Sale,-29.93,
9/15/2024,9/15/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
9/13/2024,9/15/2024,SUNCTRYAIR  IC8L5H,Travel,Sale,-50,
9/12/2024,9/13/2024,METRO MARKET #180,Groceries,Sale,-20.02,
9/10/2024,9/11/2024,PICK N SAVE #179,Groceries,Sale,-18.98,
9/10/2024,9/11/2024,PICK N SAVE #179,Groceries,Sale,-51.94,
9/10/2024,9/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-68.16,
9/9/2024,9/10/2024,CHIPOTLE 0533,Food & Drink,Sale,-9.55,
9/7/2024,9/9/2024,KWIK TRIP #596,Gas,Sale,-12.08,
9/8/2024,9/8/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
9/7/2024,9/8/2024,PICK N SAVE #179,Groceries,Sale,-7.99,
9/5/2024,9/8/2024,EXXON WATTS MART,Gas,Sale,-10.36,
9/5/2024,9/8/2024,EXXON WATTS MART,Gas,Sale,-29.83,
9/5/2024,9/6/2024,STONE PORCH ALEHOUSE,Food & Drink,Sale,-93.14,
9/4/2024,9/5/2024,PICK N SAVE #179,Groceries,Sale,-112.02,
9/4/2024,9/5/2024,AMERICAN PHYSICAL SOCI,Bills & Utilities,Sale,-204,
9/3/2024,9/4/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-20.82,
9/3/2024,9/4/2024,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-86.45,
9/1/2024,9/3/2024,KWIK TRIP #1507,Gas,Sale,-10.72,
9/1/2024,9/3/2024,KWIK TRIP #1507,Gas,Sale,-16.11,
8/31/2024,9/2/2024,SUGAR RIVER PIZZA  CO VER,Food & Drink,Sale,-60.86,
9/1/2024,9/1/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
8/31/2024,9/1/2024,FS *klimat,Shopping,Sale,-5,
8/31/2024,9/1/2024,SQ *WISCONSIN BREWING COM,Food & Drink,Sale,-28.8,
8/30/2024,9/1/2024,Green Lantern Restaurant,Food & Drink,Sale,-28.81,
8/29/2024,8/30/2024,PICK N SAVE #179,Groceries,Sale,-111.19,
8/29/2024,8/30/2024,WL *Steam Purchase,Entertainment,Sale,-7.36,
8/28/2024,8/30/2024,EXXON WATTS MART,Gas,Sale,-10.36,
8/28/2024,8/29/2024,TURKEY TROT ST PAUL,Entertainment,Sale,-40.03,
8/29/2024,8/29/2024,NYTIMES DISC*,Bills & Utilities,Sale,-7.04,
8/27/2024,8/29/2024,EXXON WATTS MART,Gas,Sale,-12.46,
8/27/2024,8/29/2024,EXXON WATTS MART,Gas,Sale,-47.23,
8/27/2024,8/29/2024,WAYPOINT PUBLIC HOUSE,Food & Drink,Sale,-5,
8/27/2024,8/28/2024,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-15,
8/26/2024,8/27/2024,DOMINO'S 2108,Food & Drink,Sale,-24.25,
8/24/2024,8/26/2024,HY-VEE F&amp;F OAKDALE 5462,Gas,Sale,-47.95,
8/24/2024,8/25/2024,OUTDOORS GEEK LLC,Shopping,Sale,-69.71,
8/22/2024,8/25/2024,REI #48 MADISON,Shopping,Return,191.87,
8/24/2024,8/25/2024,CASH WISE LIQUOR,Food & Drink,Sale,-24.98,
8/25/2024,8/25/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
8/23/2024,8/25/2024,KWIK TRIP #187,Gas,Sale,-39.58,
8/24/2024,8/25/2024,BCY*STEEPANDCHEAP.COM,Shopping,Sale,-61.14,
8/23/2024,8/25/2024,TST*ERINS SNUG IRISH PUB,Food & Drink,Sale,-53.28,
8/22/2024,8/23/2024,METRO MARKET #180,Groceries,Sale,-53.04,
8/21/2024,8/22/2024,WL *Steam Purchase,Entertainment,Sale,-10.54,
8/21/2024,8/22/2024,WEST WINDSOR INFOCUS,Health & Wellness,Sale,-10,
8/22/2024,8/22/2024,HELP.MAX.COM,Entertainment,Sale,-17.92,
8/20/2024,8/21/2024,IN *MADISON DOGMA LLC,Pets,Sale,-360,
8/20/2024,8/21/2024,CHEWY.COM,Pets,Sale,-67.49,
8/19/2024,8/20/2024,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-30,
8/19/2024,8/20/2024,HEIFER INTL,Gifts & Donations,Sale,-40,
8/19/2024,8/20/2024,TARGET        00010603,Shopping,Sale,-4.21,
8/18/2024,8/19/2024,HERTZ CAR RENTAL,Travel,Sale,-716.64,
8/18/2024,8/19/2024,AMC 9640 ONLINE,Entertainment,Sale,-2.34,
8/17/2024,8/19/2024,EWR C1 GLOBAL BAZAAR,Groceries,Sale,-20.25,
8/18/2024,8/19/2024,PICK N SAVE #179,Groceries,Sale,-89.06,
8/17/2024,8/19/2024,SUNOCO 0368302601,Gas,Sale,-33.52,
8/18/2024,8/19/2024,TST* TACORIA- PRINCETON,Food & Drink,Sale,-17.66,
8/18/2024,8/18/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
8/16/2024,8/18/2024,JOE CANAL'S,Food & Drink,Sale,-11.72,
8/16/2024,8/18/2024,SATURN PIZZA PRINCETON,Food & Drink,Sale,-18.24,
8/16/2024,8/18/2024,AMAZON MKTPL*RU59K2HO2,Shopping,Sale,-73.84,
8/15/2024,8/16/2024,ULTRASIGNUP,Running,Sale,-428.5,
8/14/2024,8/16/2024,JOE CANAL'S,Food & Drink,Sale,-34.1,
8/15/2024,8/16/2024,Spectrum,Bills & Utilities,Sale,-56.99,
8/13/2024,8/15/2024,MODERN FUSION,Food & Drink,Sale,-42.65,
8/14/2024,8/15/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-16.49,
8/14/2024,8/15/2024,MODERN FUSION,Food & Drink,Sale,-8.53,
8/12/2024,8/14/2024,SHEETZ 2442   00024422,Gas,Sale,-25.91,
8/14/2024,8/14/2024,RECREATION.GOV,Bills & Utilities,Sale,-89.08,
8/13/2024,8/14/2024,HAIR WORX SALON &amp; BEAUTY,Health & Wellness,Sale,-42,
8/11/2024,8/13/2024,THE WATERVILLE HOTEL,Food & Drink,Sale,-31.46,
8/12/2024,8/13/2024,ROOTS,Food & Drink,Sale,-33.59,
8/11/2024,8/12/2024,CKE*HAPPY ACRES REST 3332,Food & Drink,Sale,-36.94,
8/10/2024,8/12/2024,THE WATERVILLE HOTEL,Food & Drink,Sale,-23.8,
8/10/2024,8/12/2024,THE WATERVILLE HOTEL,Food & Drink,Sale,-44.6,
8/11/2024,8/11/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
8/10/2024,8/11/2024,CKE*HAPPY ACRES REST 3332,Food & Drink,Sale,-19.5,
8/9/2024,8/11/2024,STARBUCKS STORE 07309,Food & Drink,Sale,-15.95,
8/9/2024,8/11/2024,SQ *REVIBE GEAR,Gifts & Donations,Sale,-90,
8/9/2024,8/11/2024,OLIVE GARDEN 0021183,Food & Drink,Sale,-11.18,
8/9/2024,8/11/2024,LUKOIL 57703,Gas,Sale,-12.87,
8/10/2024,8/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-68.16,
8/9/2024,8/11/2024,MCCONNELLS COUNTRY STORE,Gas,Sale,-15.37,
8/9/2024,8/11/2024,SQ *EVERY MOUNTAIN OUTDOO,Shopping,Sale,-60,
8/8/2024,8/9/2024,WAWA 8320,Gas,Sale,-21.38,
8/8/2024,8/9/2024,AMZN Mktp US*RM76F0FZ0,Shopping,Sale,-27.84,
8/8/2024,8/9/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-41.75,
8/8/2024,8/9/2024,UBER   TRIP,Travel,Sale,-7.49,
8/8/2024,8/9/2024,UBER   TRIP,Travel,Sale,-37.46,
8/8/2024,8/9/2024,NETFLIX.COM,Bills & Utilities,Sale,-16.34,
8/7/2024,8/8/2024,TARGET        00010603,Shopping,Sale,-30.67,
8/6/2024,8/7/2024,PY *BODIHOW BREWING COMPA,Food & Drink,Sale,-90.4,
8/5/2024,8/6/2024,REI.COM  800-426-4840,Shopping,Sale,-191.87,
8/4/2024,8/5/2024,AMC 9640 ONLINE,Entertainment,Sale,-48.9,
8/3/2024,8/5/2024,AMC 6284 FITCHBURG 18,Entertainment,Sale,-11.58,
8/2/2024,8/5/2024,CITY VIEW LIQUOR,Food & Drink,Sale,-56.69,
8/2/2024,8/4/2024,Subway 39688,Food & Drink,Sale,-14.23,
8/4/2024,8/4/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
8/2/2024,8/4/2024,LS REVOLUTION CYCLES,Shopping,Sale,-223.66,
8/1/2024,8/2/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-20.12,
8/1/2024,8/2/2024,WL *Steam Purchase,Entertainment,Sale,-19.77,
8/1/2024,8/2/2024,METRO MARKET #180,Groceries,Sale,-13.7,
8/1/2024,8/2/2024,METRO MARKET #180,Groceries,Sale,-10.02,
8/1/2024,8/2/2024,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-118.8,
7/31/2024,8/1/2024,NYTimes*NYTimes disc,Bills & Utilities,Sale,-7.04,
7/30/2024,8/1/2024,EXXON WATTS MART,Gas,Sale,-49.89,
7/30/2024,7/31/2024,PICK N SAVE #179,Groceries,Sale,-54.45,
7/29/2024,7/30/2024,CHEWY.COM,Pets,Sale,-84.41,
7/30/2024,7/30/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-25,
7/30/2024,7/30/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-25,
7/28/2024,7/29/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
7/28/2024,7/29/2024,PICK N SAVE #179,Groceries,Sale,-112.78,
7/27/2024,7/29/2024,DOMINO'S 2108,Food & Drink,Sale,-18.71,
7/27/2024,7/28/2024,HOLIDAY STATIONS 0196,Gas,Sale,-39.68,
7/27/2024,7/28/2024,MCDONALD'S F5287,Food & Drink,Sale,-12.6,
7/26/2024,7/28/2024,SQ *SLEEPING FAWN RESORT,Entertainment,Sale,-50,
7/24/2024,7/26/2024,RAPID SPIRITS,Food & Drink,Sale,-41.18,
7/24/2024,7/26/2024,MAIN STREET MEATS,Groceries,Sale,-27.38,
7/24/2024,7/26/2024,SHELL OIL10083939016,Gas,Sale,-35.68,
7/24/2024,7/25/2024,CHEWY.COM,Pets,Sale,-63.12,
7/24/2024,7/25/2024,HUGOS #11,Groceries,Sale,-55.37,
7/22/2024,7/24/2024,PAR*HUGO'S CARIBOU COFFEE,Food & Drink,Sale,-25.92,
7/22/2024,7/24/2024,RAPID SPIRITS,Food & Drink,Sale,-83.47,
7/21/2024,7/23/2024,ROAD RUNNER SPORTS-706,Shopping,Sale,-24.05,
7/21/2024,7/23/2024,HOHO GOURMET RESTAURANT,Food & Drink,Sale,-40.65,
7/21/2024,7/23/2024,EWR CUSTOM BURGERS C1,Food & Drink,Sale,-21.31,
7/22/2024,7/23/2024,HY-VEE F&amp;F OAKDALE 5462,Gas,Sale,-40.33,
7/22/2024,7/23/2024,WAL-MART #4244,Groceries,Sale,-20.13,
7/22/2024,7/23/2024,HUGOS #11,Groceries,Sale,-25.62,
7/22/2024,7/23/2024,HY-VEE OAKDL STRBCKS 2462,Food & Drink,Sale,-3.54,
7/21/2024,7/23/2024,SUNOCO 0368302601,Gas,Sale,-13.28,
7/22/2024,7/23/2024,NJ EZPASS,Travel,Sale,-25,
7/21/2024,7/22/2024,HERTZ #0190211,Travel,Sale,-716.64,
7/19/2024,7/22/2024,FIRKIN TAVERN,Food & Drink,Sale,-42.01,
7/22/2024,7/22/2024,UBER   TRIP,Travel,Sale,-33.39,
7/20/2024,7/22/2024,HANLEYS LIQUORS,Food & Drink,Sale,-40.51,
7/20/2024,7/21/2024,SUNOCO 8000011302,Gas,Sale,-36.18,
7/20/2024,7/21/2024,LITTLE RED BARN,Food & Drink,Sale,-46.89,
7/20/2024,7/21/2024,SQ *TOBACCO LEAF (THE LEA,Groceries,Sale,-121.5,
7/19/2024,7/21/2024,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-12,
7/19/2024,7/21/2024,APPLEBEES 9237,Food & Drink,Sale,-18.98,
7/18/2024,7/19/2024,SQ *THE DRUERY,Food & Drink,Sale,-30.39,
7/18/2024,7/19/2024,HEIFER INTL,Gifts & Donations,Sale,-40,
7/18/2024,7/19/2024,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-12,
7/17/2024,7/18/2024,SATURN PIZZA PRINCETON,Food & Drink,Sale,-17.49,
7/16/2024,7/17/2024,INFOCUS URGENT CARE OF WE,Health & Wellness,Sale,-18,
7/16/2024,7/17/2024,AMAZON MKTPL*RS1WO8TN1,Shopping,Sale,-41.63,
7/15/2024,7/16/2024,PLAINSBORO WINE &amp; LIQUOR,Food & Drink,Sale,-29.84,
7/15/2024,7/16/2024,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-9.06,
7/15/2024,7/16/2024,ROOTS,Food & Drink,Sale,-33.59,
7/15/2024,7/16/2024,Spectrum,Bills & Utilities,Sale,-56.99,
7/15/2024,7/16/2024,WHOLEFDS PRN 10187,Groceries,Sale,-17.72,
7/14/2024,7/15/2024,CKE*HAPPY ACRES REST 3332,Food & Drink,Sale,-23.1,
7/14/2024,7/15/2024,WL *STEAM PURCHASE,Entertainment,Sale,-5.26,
7/14/2024,7/15/2024,PILOT_00298,Gas,Sale,-22.44,
7/13/2024,7/14/2024,KICKSTARTER.COM,Shopping,Sale,-16.99,
7/13/2024,7/14/2024,CKE*HAPPY ACRES REST 3332,Food & Drink,Sale,-39.22,
7/12/2024,7/14/2024,LOVE'S #0324 INSIDE,Gas,Sale,-9.27,
7/12/2024,7/14/2024,LOVE'S #0324 OUTSIDE,Gas,Sale,-19.48,
7/12/2024,7/14/2024,CHIPOTLE 3400,Food & Drink,Sale,-12.64,
7/12/2024,7/14/2024,STATE PARKS,Bills & Utilities,Sale,-64.5,
7/12/2024,7/14/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-40.23,
7/11/2024,7/12/2024,CV LIQUOR,Food & Drink,Sale,-33.24,
7/10/2024,7/12/2024,KWIK TRIP #1205,Gas,Sale,-42.5,
7/10/2024,7/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-68.16,
7/10/2024,7/11/2024,MCDONALD'S F2976,Food & Drink,Sale,-9.49,
7/10/2024,7/11/2024,TARGET        00010603,Shopping,Sale,-45.52,
7/9/2024,7/10/2024,LS REVOLUTION CYCLES,Shopping,Sale,-294.35,
7/8/2024,7/9/2024,SQ *RISING SONS VERONA,Food & Drink,Sale,-64.61,
7/8/2024,7/9/2024,Netflix,Bills & Utilities,Sale,-16.34,
7/7/2024,7/8/2024,STONE PORCH ALEHOUSE,Food & Drink,Sale,-71.59,
7/5/2024,7/7/2024,PICK N SAVE #179,Groceries,Sale,-33.74,
7/4/2024,7/7/2024,KWIK TRIP #1205,Gas,Sale,-40.39,
7/4/2024,7/7/2024,KWIK TRIP #240,Gas,Sale,-49.6,
7/5/2024,7/7/2024,TARGET        00010603,Shopping,Sale,-47.59,
7/4/2024,7/5/2024,WL *STEAM PURCHASE,Entertainment,Sale,-1.57,
7/3/2024,7/5/2024,THE HOME DEPOT 4909,Shopping,Sale,-40,
7/4/2024,7/5/2024,MCDONALD'S F37935,Food & Drink,Sale,-9.06,
7/3/2024,7/4/2024,FSP*FLEET FEET MADISON,Health & Wellness,Sale,-58.03,
7/3/2024,7/4/2024,NYTimes*NYTimes disc,Bills & Utilities,Sale,-7.04,
7/3/2024,7/4/2024,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-97.4,
7/3/2024,7/4/2024,SP THE BLACK BIBS,Shopping,Sale,-80,
7/3/2024,7/4/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-22.9,
7/3/2024,7/4/2024,TARGET        00010603,Shopping,Sale,-84.16,
7/1/2024,7/3/2024,TANNER'S BAR AND GRILL,Food & Drink,Sale,-30.76,
7/2/2024,7/3/2024,DLUX,Food & Drink,Sale,-43.25,
7/2/2024,7/3/2024,DLUX,Food & Drink,Sale,-10,
7/1/2024,7/2/2024,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-30,
6/30/2024,7/1/2024,PICK N SAVE #179,Groceries,Sale,-23.5,
6/29/2024,7/1/2024,BUREAU OF PARKS,Bills & Utilities,Sale,-28,
6/30/2024,7/1/2024,PICK N SAVE #179,Groceries,Sale,-80.42,
6/30/2024,7/1/2024,Audible*R71RW4LS0,Bills & Utilities,Sale,-15.77,
6/29/2024,6/30/2024,VERONA WINE CELLAR,Food & Drink,Sale,-22.13,
6/29/2024,6/30/2024,UBER   TRIP,Travel,Sale,-32.09,
6/25/2024,6/27/2024,BP#9264995CAPITAL ONE PE,Gas,Sale,-49.95,
6/26/2024,6/27/2024,IN *MADISON DOGMA LLC,Pets,Sale,-160,
6/25/2024,6/26/2024,METRO MARKET #180,Groceries,Sale,-49.68,
6/25/2024,6/26/2024,CHEWY.COM,Pets,Sale,-201.4,
6/24/2024,6/25/2024,TST* LOWLANDS - EVENTS,Food & Drink,Sale,-26.45,
6/23/2024,6/24/2024,DOMINO'S 2108,Food & Drink,Sale,-21.09,
6/22/2024,6/23/2024,O'REILLY 3842,Automotive,Return,3.18,
6/22/2024,6/23/2024,O'REILLY 1954,Automotive,Sale,-221.54,
6/22/2024,6/23/2024,PICK N SAVE #179,Groceries,Sale,-101.79,
6/22/2024,6/23/2024,SQ *WISCONSIN BREWING COM,Food & Drink,Sale,-47.5,
6/21/2024,6/23/2024,SUNOCO 0368302601,Gas,Sale,-16.98,
6/20/2024,6/21/2024,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-25.82,
6/19/2024,6/21/2024,AMYS OMELETTE HOUSE-LONG,Food & Drink,Sale,-54.43,
6/20/2024,6/21/2024,SQ *THE DRUERY,Food & Drink,Sale,-10.13,
6/19/2024,6/20/2024,SQ *LAST WAVE BREWING COM,Groceries,Sale,-17.5,
6/18/2024,6/20/2024,JOE CANAL'S,Food & Drink,Sale,-42.64,
6/19/2024,6/20/2024,SUNOCO 8000011302,Gas,Sale,-33.2,
6/18/2024,6/19/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-21.09,
6/17/2024,6/19/2024,JOE CANAL'S,Food & Drink,Sale,-26.65,
6/16/2024,6/18/2024,TRADER JOE S #607,Groceries,Sale,-20.44,
6/17/2024,6/18/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-21.37,
6/16/2024,6/17/2024,CHIPOTLE 1751,Food & Drink,Sale,-10.66,
6/16/2024,6/17/2024,UBER   TRIP,Travel,Sale,-5.55,
6/16/2024,6/17/2024,UBER   TRIP,Travel,Sale,-27.79,
6/15/2024,6/16/2024,Spectrum,Bills & Utilities,Sale,-56.99,
6/15/2024,6/16/2024,SSA HENRY VILAS ZOO,Shopping,Sale,-17.39,
